Sorted by highest frequency
Entity id, count
5590, 1637
3325, 1349
8269, 1195
12223, 1131
9781, 737
4746, 636
2119, 634
6547, 624
13088, 617
6856, 572
7555, 528
470, 506
733, 476
4, 431
1483, 279
12937, 241
2313, 234
3457, 225
7221, 224
4358, 223
7374, 186
14326, 176
8650, 174
14764, 164
5241, 162
6872, 159
13694, 158
13534, 157
4415, 156
8621, 153
5358, 151
11690, 139
10243, 133
10980, 133
14398, 128
2407, 126
3064, 126
8939, 126
1356, 112
2146, 112
1362, 109
7585, 108
1214, 107
10599, 106
4188, 105
6083, 105
4688, 104
13017, 104
14458, 103
8403, 102
7529, 101
13591, 100
1972, 97
207, 96
294, 94
1065, 92
5938, 91
14214, 90
947, 89
2696, 89
5305, 88
4643, 87
10861, 87
4535, 85
1674, 84
13346, 82
12126, 80
12329, 80
6981, 79
7969, 79
8393, 79
1470, 78
11608, 78
9163, 76
5912, 75
5239, 74
5269, 74
6781, 73
4783, 72
8785, 71
6560, 70
7890, 70
8906, 70
485, 68
552, 68
1039, 68
6963, 68
10241, 68
3791, 67
9035, 67
12832, 67
5330, 66
7277, 66
11194, 66
12891, 66
8464, 65
14858, 65
14933, 65
4300, 64
12795, 64
6005, 63
1904, 62
3198, 62
3983, 62
12245, 62
4544, 61
12230, 61
2331, 60
2565, 59
468, 58
4219, 58
5218, 58
5688, 58
6256, 58
12764, 58
13472, 58
1731, 57
1937, 57
7285, 57
9824, 57
888, 56
6976, 56
7746, 56
11238, 56
13103, 56
905, 55
1478, 55
1650, 55
2744, 55
3559, 55
4714, 55
6885, 55
13265, 55
4078, 54
4207, 54
13500, 54
424, 53
8645, 53
14338, 53
5072, 52
6768, 52
8935, 52
12216, 52
14065, 52
612, 51
763, 51
4423, 51
8718, 51
9539, 51
11250, 51
86, 50
1266, 50
7582, 50
10359, 50
10959, 50
14389, 50
1071, 49
2754, 49
5011, 49
5240, 49
7564, 49
14132, 49
1457, 48
4943, 48
8882, 48
9034, 48
10504, 48
14004, 48
1830, 47
3453, 47
9352, 47
11411, 47
12349, 47
3340, 46
3443, 46
3994, 46
7757, 46
9511, 46
12186, 46
819, 45
3534, 45
3911, 45
5800, 45
6949, 45
14103, 45
2668, 44
6985, 44
7164, 44
11258, 44
12231, 44
13376, 44
14779, 44
4697, 43
6354, 43
7348, 43
10877, 43
10996, 43
7701, 42
173, 41
715, 41
5910, 41
6713, 41
6762, 41
7107, 41
12493, 41
13447, 41
4792, 40
6726, 40
7338, 40
7871, 40
10515, 40
10752, 40
11005, 40
12595, 40
13829, 40
14421, 40
220, 39
2890, 39
6496, 39
8511, 39
9954, 39
10767, 39
13001, 39
158, 38
1313, 38
2344, 38
3414, 38
7668, 38
2475, 37
3197, 37
4727, 37
7779, 37
11357, 37
13169, 37
4055, 36
5027, 36
6727, 36
10479, 36
12714, 36
2713, 35
3858, 35
7452, 35
9513, 35
10470, 35
12423, 35
12890, 35
13840, 35
14702, 35
198, 34
452, 34
969, 34
6100, 34
6211, 34
7524, 34
8489, 34
9863, 34
12633, 34
1055, 33
1741, 33
2536, 33
3625, 33
4533, 33
12194, 33
14316, 33
1434, 32
3339, 32
4419, 32
6540, 32
8837, 32
10090, 32
12729, 32
448, 31
1767, 31
8654, 31
9733, 31
10683, 31
14005, 31
1788, 30
2194, 30
2215, 30
2226, 30
4447, 30
5779, 30
7544, 30
9149, 30
9992, 30
10540, 30
10644, 30
11610, 30
12415, 30
13284, 30
14060, 30
14162, 30
14603, 30
384, 29
677, 29
1226, 29
1661, 29
2085, 29
2409, 29
3517, 29
3617, 29
7444, 29
7549, 29
7839, 29
10011, 29
10320, 29
10817, 29
10869, 29
12288, 29
13204, 29
13301, 29
14777, 29
1331, 28
1695, 28
3031, 28
3070, 28
4998, 28
5867, 28
5891, 28
5908, 28
5929, 28
7060, 28
7398, 28
8336, 28
9009, 28
9391, 28
11741, 28
12523, 28
12592, 28
13428, 28
14045, 28
14844, 28
14926, 28
1161, 27
1210, 27
2201, 27
3679, 27
4626, 27
4684, 27
6299, 27
6758, 27
7074, 27
8248, 27
8387, 27
9081, 27
10017, 27
10902, 27
10978, 27
12306, 27
13117, 27
13254, 27
14104, 27
14199, 27
65, 26
1397, 26
1726, 26
3063, 26
3929, 26
4744, 26
6409, 26
7940, 26
8608, 26
9211, 26
10592, 26
11111, 26
11368, 26
11416, 26
12046, 26
12152, 26
12513, 26
12788, 26
13021, 26
14514, 26
14898, 26
410, 25
434, 25
1685, 25
2261, 25
2575, 25
2833, 25
3405, 25
3494, 25
3708, 25
4019, 25
5258, 25
7250, 25
8656, 25
8903, 25
9329, 25
9972, 25
10912, 25
11231, 25
11576, 25
11892, 25
12026, 25
12393, 25
12465, 25
13812, 25
13974, 25
14210, 25
255, 24
330, 24
530, 24
696, 24
1147, 24
2302, 24
5635, 24
5903, 24
6046, 24
6158, 24
6327, 24
7562, 24
7744, 24
7910, 24
8357, 24
8965, 24
8978, 24
9241, 24
9332, 24
9673, 24
10188, 24
11055, 24
12654, 24
13013, 24
14154, 24
14439, 24
911, 23
1453, 23
2130, 23
2204, 23
2257, 23
2312, 23
2350, 23
2620, 23
2787, 23
2829, 23
2839, 23
2855, 23
2903, 23
4389, 23
5069, 23
5664, 23
6145, 23
6255, 23
6260, 23
7039, 23
7300, 23
7413, 23
7794, 23
7846, 23
8826, 23
10773, 23
11025, 23
11219, 23
11418, 23
11586, 23
11669, 23
12125, 23
12176, 23
12810, 23
13494, 23
13622, 23
14303, 23
14925, 23
343, 22
852, 22
2327, 22
2346, 22
2349, 22
2414, 22
3014, 22
3084, 22
3877, 22
4671, 22
4975, 22
4991, 22
5303, 22
5344, 22
5712, 22
5760, 22
6030, 22
6129, 22
6685, 22
7123, 22
7176, 22
7511, 22
7610, 22
7670, 22
8255, 22
8549, 22
8574, 22
8647, 22
9302, 22
9700, 22
10485, 22
10675, 22
10688, 22
10766, 22
11198, 22
11279, 22
11621, 22
12011, 22
12746, 22
12826, 22
13141, 22
14090, 22
14438, 22
14920, 22
134, 21
708, 21
1639, 21
2127, 21
2217, 21
2478, 21
2615, 21
2720, 21
3238, 21
3550, 21
3904, 21
4049, 21
4105, 21
4343, 21
4832, 21
5345, 21
5395, 21
5763, 21
6140, 21
6185, 21
6273, 21
6438, 21
6676, 21
7216, 21
7520, 21
7619, 21
7622, 21
7816, 21
7867, 21
7902, 21
8149, 21
8424, 21
8432, 21
9356, 21
9375, 21
9588, 21
10068, 21
10380, 21
10557, 21
10812, 21
10872, 21
10932, 21
11068, 21
11614, 21
11922, 21
12527, 21
12847, 21
12924, 21
13273, 21
13350, 21
13546, 21
13687, 21
14297, 21
14539, 21
14742, 21
14885, 21
143, 20
146, 20
673, 20
794, 20
845, 20
2304, 20
2886, 20
2931, 20
3108, 20
3183, 20
3533, 20
3635, 20
3927, 20
4372, 20
4518, 20
4738, 20
4841, 20
4872, 20
5096, 20
5426, 20
5825, 20
6027, 20
6184, 20
6678, 20
6748, 20
6773, 20
6860, 20
7053, 20
7201, 20
7591, 20
7679, 20
7739, 20
8001, 20
8190, 20
8238, 20
8299, 20
8304, 20
8317, 20
8320, 20
11333, 20
11521, 20
11744, 20
12183, 20
13005, 20
13892, 20
13939, 20
14067, 20
14306, 20
14491, 20
