Sorted by highest frequency
Entity id, count
5590, 1153
3325, 881
8269, 879
12223, 834
9781, 535
13088, 424
2119, 371
6547, 370
470, 359
4746, 356
6856, 332
733, 304
7555, 296
4, 291
2313, 179
1483, 177
12937, 150
7221, 147
8650, 146
4358, 141
7374, 139
14326, 133
3457, 132
13534, 123
4415, 115
6872, 110
5241, 99
8621, 98
5358, 96
14458, 96
11690, 95
4688, 94
14764, 93
2407, 92
207, 88
10599, 82
13694, 79
1356, 75
7585, 75
10980, 74
14214, 74
1972, 72
10243, 72
8393, 71
1362, 69
947, 68
8403, 68
12329, 68
14398, 68
1065, 67
3064, 67
3198, 67
6781, 63
8939, 63
294, 62
4188, 61
4643, 61
5305, 61
5912, 60
6083, 60
13017, 60
1214, 55
1470, 55
2146, 55
7969, 53
4783, 52
5072, 51
12230, 51
2696, 50
5269, 50
8785, 50
1674, 49
12795, 49
2565, 48
7701, 48
7746, 48
9035, 48
9539, 48
10861, 47
13265, 47
13591, 47
485, 46
2331, 46
11238, 46
468, 45
552, 45
8906, 45
12126, 45
13346, 44
6981, 43
7277, 43
1039, 42
4544, 42
5688, 42
5938, 42
7757, 42
9163, 42
11194, 42
715, 41
5218, 41
6256, 41
6885, 41
12245, 41
13103, 41
13376, 41
4535, 40
5239, 40
6963, 40
6976, 40
9824, 40
10241, 40
4300, 39
6005, 39
10359, 39
11608, 39
4714, 38
5011, 38
7529, 38
12891, 38
3559, 37
3791, 37
4219, 37
6560, 37
11258, 37
13472, 37
14132, 37
14933, 37
5330, 36
14898, 36
1937, 35
6985, 35
8511, 35
8718, 35
10959, 35
11005, 35
905, 34
1830, 34
3534, 34
3983, 34
7582, 34
8464, 34
6768, 33
7285, 33
7338, 33
7348, 33
8645, 33
11250, 33
13840, 33
14858, 33
4423, 32
4792, 32
4943, 32
10320, 32
10902, 32
12493, 32
14338, 32
612, 31
763, 31
1731, 31
3070, 31
5800, 31
7544, 31
10817, 31
424, 30
2754, 30
3453, 30
5027, 30
6713, 30
6727, 30
7164, 30
9034, 30
9954, 30
11411, 30
13301, 30
14065, 30
14389, 30
1266, 29
1457, 29
6540, 29
7452, 29
10996, 29
12231, 29
12832, 29
13829, 29
14103, 29
1434, 28
1478, 28
1741, 28
3994, 28
4697, 28
8882, 28
9511, 28
10869, 28
12194, 28
12349, 28
13284, 28
14702, 28
1904, 27
3197, 27
5910, 27
10794, 27
11231, 27
12423, 27
86, 26
158, 26
888, 26
1767, 26
2668, 26
3339, 26
3340, 26
4078, 26
5240, 26
6211, 26
6949, 26
7890, 26
10504, 26
12729, 26
12890, 26
13500, 26
14004, 26
14779, 26
173, 25
2890, 25
3443, 25
6046, 25
7871, 25
8935, 25
10752, 25
12513, 25
13116, 25
3911, 24
4207, 24
6496, 24
7432, 24
8647, 24
9211, 24
10767, 24
12764, 24
14199, 24
1147, 23
2344, 23
2475, 23
5908, 23
6354, 23
7413, 23
7779, 23
7839, 23
7846, 23
8387, 23
8654, 23
12186, 23
12523, 23
12592, 23
12793, 23
13021, 23
13114, 23
13447, 23
14603, 23
198, 22
1650, 22
1661, 22
2829, 22
3108, 22
3414, 22
3625, 22
4744, 22
5776, 22
5903, 22
7398, 22
7564, 22
9009, 22
9513, 22
10688, 22
14316, 22
14926, 22
452, 21
1726, 21
2523, 21
2931, 21
3617, 21
3927, 21
4105, 21
8299, 21
11055, 21
11111, 21
11198, 21
11357, 21
11416, 21
13001, 21
14822, 21
1656, 20
4991, 20
5891, 20
6007, 20
6327, 20
6484, 20
6685, 20
7668, 20
7816, 20
7940, 20
8437, 20
8695, 20
9081, 20
9352, 20
10090, 20
10592, 20
10683, 20
10735, 20
12216, 20
12306, 20
13204, 20
13494, 20
14005, 20
14045, 20
14210, 20
14297, 20
14491, 20
448, 19
1285, 19
1686, 19
2536, 19
3063, 19
3238, 19
3858, 19
4055, 19
4431, 19
6145, 19
6260, 19
6726, 19
6829, 19
7300, 19
7524, 19
7869, 19
8489, 19
8656, 19
8837, 19
9673, 19
9972, 19
10479, 19
10930, 19
11274, 19
11527, 19
11610, 19
12415, 19
12444, 19
12633, 19
13408, 19
14777, 19
220, 18
677, 18
794, 18
819, 18
996, 18
1161, 18
1425, 18
2713, 18
3494, 18
3785, 18
4118, 18
4419, 18
4533, 18
4684, 18
6100, 18
6762, 18
6830, 18
7107, 18
7444, 18
7520, 18
7562, 18
8357, 18
8978, 18
9209, 18
9329, 18
9863, 18
9992, 18
10134, 18
10152, 18
11623, 18
11741, 18
12026, 18
13254, 18
14421, 18
231, 17
384, 17
969, 17
1071, 17
1226, 17
1313, 17
2302, 17
2855, 17
3247, 17
5258, 17
5619, 17
5760, 17
5867, 17
7059, 17
7060, 17
8549, 17
8682, 17
9149, 17
9212, 17
9375, 17
9733, 17
9985, 17
10017, 17
10515, 17
10675, 17
10778, 17
11333, 17
11368, 17
11468, 17
12288, 17
12595, 17
12724, 17
14067, 17
14090, 17
14920, 17
65, 16
595, 16
1639, 16
1976, 16
2085, 16
2585, 16
2694, 16
2744, 16
2839, 16
4019, 16
4518, 16
5664, 16
5825, 16
6129, 16
6192, 16
6318, 16
6658, 16
6809, 16
7201, 16
7250, 16
7637, 16
7836, 16
8336, 16
8377, 16
8903, 16
9685, 16
10355, 16
10644, 16
10659, 16
10721, 16
10877, 16
10978, 16
11418, 16
11869, 16
12381, 16
12714, 16
13169, 16
13805, 16
13837, 16
13908, 16
14104, 16
14287, 16
14348, 16
14790, 16
520, 15
530, 15
932, 15
1210, 15
1296, 15
1416, 15
2024, 15
2204, 15
2304, 15
2383, 15
2403, 15
2436, 15
3007, 15
3014, 15
3386, 15
3739, 15
3782, 15
3963, 15
4046, 15
4295, 15
4368, 15
4626, 15
4727, 15
4731, 15
4980, 15
4985, 15
4998, 15
5366, 15
5552, 15
5929, 15
6027, 15
6134, 15
6140, 15
6184, 15
6185, 15
6278, 15
6341, 15
6548, 15
7106, 15
7511, 15
7645, 15
7953, 15
8255, 15
8267, 15
8534, 15
8589, 15
8608, 15
8631, 15
9305, 15
9367, 15
9391, 15
9527, 15
10231, 15
10324, 15
10485, 15
10540, 15
11058, 15
11334, 15
11484, 15
11792, 15
11988, 15
12050, 15
12183, 15
12733, 15
12924, 15
12994, 15
13716, 15
13780, 15
13935, 15
13985, 15
14342, 15
14539, 15
14618, 15
28, 14
175, 14
235, 14
343, 14
398, 14
632, 14
696, 14
1303, 14
1326, 14
1437, 14
1558, 14
1685, 14
1986, 14
1987, 14
2160, 14
2215, 14
2225, 14
2226, 14
2273, 14
2833, 14
2903, 14
3039, 14
3103, 14
3154, 14
3171, 14
3405, 14
3518, 14
3549, 14
4037, 14
4073, 14
4140, 14
4380, 14
4645, 14
4666, 14
4671, 14
4832, 14
4993, 14
5069, 14
5100, 14
5110, 14
5502, 14
5670, 14
5712, 14
5734, 14
5779, 14
5823, 14
6238, 14
6409, 14
6410, 14
6608, 14
6748, 14
6854, 14
7227, 14
7313, 14
7479, 14
7538, 14
7549, 14
7719, 14
7963, 14
8001, 14
8248, 14
8304, 14
8394, 14
8904, 14
9581, 14
9928, 14
10045, 14
10233, 14
10392, 14
10423, 14
10470, 14
10559, 14
11068, 14
11834, 14
12088, 14
12213, 14
12393, 14
12408, 14
12499, 14
12554, 14
12582, 14
12619, 14
