2018-11-11 01:25:31,212 : INFO : collecting all words and their counts
2018-11-11 01:25:31,216 : INFO : PROGRESS: at example #0, processed 0 words (0/s), 0 word types, 0 tags
2018-11-11 01:25:31,295 : INFO : PROGRESS: at example #10000, processed 47664 words (598975/s), 7198 word types, 10000 tags
2018-11-11 01:25:31,374 : INFO : PROGRESS: at example #20000, processed 95196 words (607091/s), 9427 word types, 20000 tags
2018-11-11 01:25:31,454 : INFO : PROGRESS: at example #30000, processed 142778 words (599647/s), 10694 word types, 30000 tags
2018-11-11 01:25:31,532 : INFO : PROGRESS: at example #40000, processed 190404 words (608424/s), 11491 word types, 40000 tags
2018-11-11 01:25:31,615 : INFO : PROGRESS: at example #50000, processed 238064 words (576297/s), 12126 word types, 50000 tags
2018-11-11 01:25:31,693 : INFO : PROGRESS: at example #60000, processed 285840 words (614528/s), 12574 word types, 60000 tags
2018-11-11 01:25:31,772 : INFO : PROGRESS: at example #70000, processed 333502 words (607377/s), 12928 word types, 70000 tags
2018-11-11 01:25:31,851 : INFO : PROGRESS: at example #80000, processed 381096 words (610140/s), 13205 word types, 80000 tags
2018-11-11 01:25:31,943 : INFO : PROGRESS: at example #90000, processed 428684 words (517744/s), 13435 word types, 90000 tags
2018-11-11 01:25:32,021 : INFO : PROGRESS: at example #100000, processed 476292 words (608823/s), 13607 word types, 100000 tags
2018-11-11 01:25:32,101 : INFO : PROGRESS: at example #110000, processed 523888 words (598003/s), 13783 word types, 110000 tags
2018-11-11 01:25:32,180 : INFO : PROGRESS: at example #120000, processed 571618 words (609259/s), 13930 word types, 120000 tags
2018-11-11 01:25:32,261 : INFO : PROGRESS: at example #130000, processed 619304 words (593985/s), 14057 word types, 130000 tags
2018-11-11 01:25:32,341 : INFO : PROGRESS: at example #140000, processed 666974 words (593678/s), 14184 word types, 140000 tags
2018-11-11 01:25:32,421 : INFO : PROGRESS: at example #150000, processed 714626 words (599708/s), 14276 word types, 150000 tags
2018-11-11 01:25:32,501 : INFO : PROGRESS: at example #160000, processed 762256 words (599806/s), 14368 word types, 160000 tags
2018-11-11 01:25:32,583 : INFO : PROGRESS: at example #170000, processed 809856 words (579191/s), 14443 word types, 170000 tags
2018-11-11 01:25:32,702 : INFO : PROGRESS: at example #180000, processed 857484 words (402227/s), 14498 word types, 180000 tags
2018-11-11 01:25:32,784 : INFO : PROGRESS: at example #190000, processed 905124 words (580981/s), 14571 word types, 190000 tags
2018-11-11 01:25:32,862 : INFO : PROGRESS: at example #200000, processed 952848 words (617972/s), 14626 word types, 200000 tags
2018-11-11 01:25:32,939 : INFO : PROGRESS: at example #210000, processed 1000532 words (622322/s), 14673 word types, 210000 tags
2018-11-11 01:25:33,018 : INFO : PROGRESS: at example #220000, processed 1048152 words (605247/s), 14718 word types, 220000 tags
2018-11-11 01:25:33,099 : INFO : PROGRESS: at example #230000, processed 1095854 words (592446/s), 14765 word types, 230000 tags
2018-11-11 01:25:33,177 : INFO : PROGRESS: at example #240000, processed 1143508 words (610736/s), 14808 word types, 240000 tags
2018-11-11 01:25:33,256 : INFO : PROGRESS: at example #250000, processed 1191230 words (606205/s), 14851 word types, 250000 tags
2018-11-11 01:25:33,335 : INFO : PROGRESS: at example #260000, processed 1238990 words (606087/s), 14894 word types, 260000 tags
2018-11-11 01:25:33,415 : INFO : PROGRESS: at example #270000, processed 1286616 words (599183/s), 14942 word types, 270000 tags
2018-11-11 01:25:33,494 : INFO : PROGRESS: at example #280000, processed 1334290 words (606174/s), 14975 word types, 280000 tags
2018-11-11 01:25:33,573 : INFO : PROGRESS: at example #290000, processed 1381920 words (602399/s), 15005 word types, 290000 tags
2018-11-11 01:25:33,653 : INFO : PROGRESS: at example #300000, processed 1429638 words (601165/s), 15038 word types, 300000 tags
2018-11-11 01:25:33,736 : INFO : PROGRESS: at example #310000, processed 1477326 words (579290/s), 15063 word types, 310000 tags
2018-11-11 01:25:33,819 : INFO : PROGRESS: at example #320000, processed 1524978 words (577632/s), 15092 word types, 320000 tags
2018-11-11 01:25:33,899 : INFO : PROGRESS: at example #330000, processed 1572668 words (597870/s), 15124 word types, 330000 tags
2018-11-11 01:25:33,979 : INFO : PROGRESS: at example #340000, processed 1620408 words (593194/s), 15150 word types, 340000 tags
2018-11-11 01:25:34,111 : INFO : PROGRESS: at example #350000, processed 1668070 words (364151/s), 15176 word types, 350000 tags
2018-11-11 01:25:34,202 : INFO : PROGRESS: at example #360000, processed 1715738 words (521291/s), 15200 word types, 360000 tags
2018-11-11 01:25:34,281 : INFO : PROGRESS: at example #370000, processed 1763446 words (606441/s), 15222 word types, 370000 tags
2018-11-11 01:25:34,362 : INFO : PROGRESS: at example #380000, processed 1811092 words (596569/s), 15243 word types, 380000 tags
2018-11-11 01:25:34,444 : INFO : PROGRESS: at example #390000, processed 1858814 words (585194/s), 15265 word types, 390000 tags
2018-11-11 01:25:34,527 : INFO : PROGRESS: at example #400000, processed 1906404 words (575143/s), 15291 word types, 400000 tags
2018-11-11 01:25:34,605 : INFO : PROGRESS: at example #410000, processed 1954156 words (611206/s), 15316 word types, 410000 tags
2018-11-11 01:25:34,684 : INFO : PROGRESS: at example #420000, processed 2001908 words (605251/s), 15330 word types, 420000 tags
2018-11-11 01:25:34,764 : INFO : PROGRESS: at example #430000, processed 2049524 words (600000/s), 15341 word types, 430000 tags
2018-11-11 01:25:34,844 : INFO : PROGRESS: at example #440000, processed 2097196 words (597125/s), 15353 word types, 440000 tags
2018-11-11 01:25:34,927 : INFO : PROGRESS: at example #450000, processed 2144876 words (575597/s), 15374 word types, 450000 tags
2018-11-11 01:25:35,009 : INFO : PROGRESS: at example #460000, processed 2192586 words (589519/s), 15395 word types, 460000 tags
2018-11-11 01:25:35,091 : INFO : PROGRESS: at example #470000, processed 2240298 words (584077/s), 15412 word types, 470000 tags
2018-11-11 01:25:35,172 : INFO : PROGRESS: at example #480000, processed 2288064 words (590074/s), 15425 word types, 480000 tags
2018-11-11 01:25:35,253 : INFO : PROGRESS: at example #490000, processed 2335702 words (591842/s), 15443 word types, 490000 tags
2018-11-11 01:25:35,333 : INFO : PROGRESS: at example #500000, processed 2383324 words (592848/s), 15456 word types, 500000 tags
2018-11-11 01:25:35,415 : INFO : PROGRESS: at example #510000, processed 2430980 words (589114/s), 15463 word types, 510000 tags
2018-11-11 01:25:35,495 : INFO : PROGRESS: at example #520000, processed 2478666 words (598215/s), 15474 word types, 520000 tags
2018-11-11 01:25:35,576 : INFO : PROGRESS: at example #530000, processed 2526256 words (590224/s), 15487 word types, 530000 tags
