2018-11-10 14:32:26,787 : INFO : collecting all words and their counts
2018-11-10 14:32:26,791 : INFO : PROGRESS: at example #0, processed 0 words (0/s), 0 word types, 0 tags
2018-11-10 14:32:26,872 : INFO : PROGRESS: at example #10000, processed 47664 words (588514/s), 7198 word types, 10000 tags
2018-11-10 14:32:26,952 : INFO : PROGRESS: at example #20000, processed 95196 words (592896/s), 9427 word types, 20000 tags
2018-11-10 14:32:27,033 : INFO : PROGRESS: at example #30000, processed 142778 words (592130/s), 10694 word types, 30000 tags
2018-11-10 14:32:27,114 : INFO : PROGRESS: at example #40000, processed 190404 words (591636/s), 11491 word types, 40000 tags
2018-11-10 14:32:27,198 : INFO : PROGRESS: at example #50000, processed 238064 words (565919/s), 12126 word types, 50000 tags
2018-11-10 14:32:27,278 : INFO : PROGRESS: at example #60000, processed 285840 words (603469/s), 12574 word types, 60000 tags
2018-11-10 14:32:27,356 : INFO : PROGRESS: at example #70000, processed 333502 words (616146/s), 12928 word types, 70000 tags
2018-11-10 14:32:27,436 : INFO : PROGRESS: at example #80000, processed 381096 words (591035/s), 13205 word types, 80000 tags
2018-11-10 14:32:27,527 : INFO : PROGRESS: at example #90000, processed 428684 words (525076/s), 13435 word types, 90000 tags
2018-11-10 14:32:27,605 : INFO : PROGRESS: at example #100000, processed 476292 words (620285/s), 13607 word types, 100000 tags
2018-11-10 14:32:27,685 : INFO : PROGRESS: at example #110000, processed 523888 words (596608/s), 13783 word types, 110000 tags
2018-11-10 14:32:27,763 : INFO : PROGRESS: at example #120000, processed 571618 words (610434/s), 13930 word types, 120000 tags
2018-11-10 14:32:27,843 : INFO : PROGRESS: at example #130000, processed 619304 words (598294/s), 14057 word types, 130000 tags
2018-11-10 14:32:27,925 : INFO : PROGRESS: at example #140000, processed 666974 words (586384/s), 14184 word types, 140000 tags
2018-11-10 14:32:28,005 : INFO : PROGRESS: at example #150000, processed 714626 words (596559/s), 14276 word types, 150000 tags
2018-11-10 14:32:28,085 : INFO : PROGRESS: at example #160000, processed 762256 words (598891/s), 14368 word types, 160000 tags
2018-11-10 14:32:28,165 : INFO : PROGRESS: at example #170000, processed 809856 words (597160/s), 14443 word types, 170000 tags
2018-11-10 14:32:28,270 : INFO : PROGRESS: at example #180000, processed 857484 words (454894/s), 14498 word types, 180000 tags
2018-11-10 14:32:28,346 : INFO : PROGRESS: at example #190000, processed 905124 words (628262/s), 14571 word types, 190000 tags
2018-11-10 14:32:28,426 : INFO : PROGRESS: at example #200000, processed 952848 words (602244/s), 14626 word types, 200000 tags
2018-11-10 14:32:28,504 : INFO : PROGRESS: at example #210000, processed 1000532 words (611774/s), 14673 word types, 210000 tags
2018-11-10 14:32:28,581 : INFO : PROGRESS: at example #220000, processed 1048152 words (622991/s), 14718 word types, 220000 tags
2018-11-10 14:32:28,658 : INFO : PROGRESS: at example #230000, processed 1095854 words (622875/s), 14765 word types, 230000 tags
2018-11-10 14:32:28,735 : INFO : PROGRESS: at example #240000, processed 1143508 words (618129/s), 14808 word types, 240000 tags
2018-11-10 14:32:28,817 : INFO : PROGRESS: at example #250000, processed 1191230 words (581552/s), 14851 word types, 250000 tags
2018-11-10 14:32:28,901 : INFO : PROGRESS: at example #260000, processed 1238990 words (574129/s), 14894 word types, 260000 tags
2018-11-10 14:32:28,980 : INFO : PROGRESS: at example #270000, processed 1286616 words (602364/s), 14942 word types, 270000 tags
2018-11-10 14:32:29,059 : INFO : PROGRESS: at example #280000, processed 1334290 words (609733/s), 14975 word types, 280000 tags
2018-11-10 14:32:29,139 : INFO : PROGRESS: at example #290000, processed 1381920 words (593471/s), 15005 word types, 290000 tags
2018-11-10 14:32:29,218 : INFO : PROGRESS: at example #300000, processed 1429638 words (609030/s), 15038 word types, 300000 tags
2018-11-10 14:32:29,299 : INFO : PROGRESS: at example #310000, processed 1477326 words (593992/s), 15063 word types, 310000 tags
2018-11-10 14:32:29,380 : INFO : PROGRESS: at example #320000, processed 1524978 words (588201/s), 15092 word types, 320000 tags
2018-11-10 14:32:29,459 : INFO : PROGRESS: at example #330000, processed 1572668 words (604799/s), 15124 word types, 330000 tags
2018-11-10 14:32:29,539 : INFO : PROGRESS: at example #340000, processed 1620408 words (602243/s), 15150 word types, 340000 tags
2018-11-10 14:32:29,678 : INFO : PROGRESS: at example #350000, processed 1668070 words (343090/s), 15176 word types, 350000 tags
2018-11-10 14:32:29,755 : INFO : PROGRESS: at example #360000, processed 1715738 words (621955/s), 15200 word types, 360000 tags
